company_id,company_name,cluster_id,cluster_name,distance_from_centroid,return_on_equity_pct,debt_to_equity,revenue_cagr_5yr_pct,pat_cagr_5yr_pct,operating_profit_margin_pct
HINDALCO,Hindalco Industries Ltd,3,Premium Compounder,0.425,9.567011474761177,0.5309290976579428,10.592433818985914,13.06871230695661,88.94620349876368
ICICIGI,ICICI Lombard General Insurance Company Ltd,3,Premium Compounder,0.356,15.7230643179025,0.0028676771814829987,12.911841003362579,12.839173718198161,87.42129155073948
ADANIENT,Adani Enterprises Ltd,4,Value / Cyclical,0.891,8.534650424813185,1.671358378544375,19.015414753081238,45.81058899665285,11.799296833677312
JSWENERGY,JSW Energy Ltd,0,High Leverage / Turnaround,1.246,8.280529953917052,1.5156009984639016,4.6799560539164675,20.322431469794555,46.857043357130415
HDFCLIFE,HDFC Life Insurance Company Ltd,3,Premium Compounder,1.324,10.732306013909723,0.06477567162143734,21.16813430936688,4.25449161597129,99.47675449833469
JSWSTEEL,JSW Steel Ltd,0,High Leverage / Turnaround,1.077,11.5528718021347,1.1328071688833383,15.604695052452788,3.585216043903361,16.089162657280323
HEROMOTOCO,Hero MotoCorp Ltd,3,Premium Compounder,1.655,21.14243742584327,0.03423922255494661,2.1530677970544643,1.5441818871883894,86.14676228532112
TVSMOTOR,TVS Motor Company Ltd,4,Value / Cyclical,1.18,26.223466981132077,3.833431603773585,14.192387704277065,19.665122106676503,14.050325712096054
ABB,Abbott India Ltd,0,High Leverage / Turnaround,0.54,32.46823465801568,0.022438496891051634,9.716101277290168,21.69314043381163,24.84185330825782
TORNTPHARM,Torrent Pharmaceuticals Ltd,0,High Leverage / Turnaround,1.046,24.154025670945156,0.5866394399066511,6.932744476678732,30.591457402327848,31.3944817300522
ADANIENSOL,Adani Energy Solutions Ltd,4,Value / Cyclical,0.956,9.461276797721698,2.93252116130053,17.85124994851739,16.42972571572392,34.38911302462817
SHRIRAMFIN,Shriram Finance Ltd,4,Value / Cyclical,0.902,15.116350338120824,3.994034363699512,18.556070052776754,23.49387942502037,28.918874354182698
HAL,Hindustan Aeronautics Ltd,1,High-Quality Growth,0.798,3816.5829145728644,0.6180904522613065,8.712548590236358,26.485270563052985,32.08913465652875
TATAMOTORS,Tata Motors Ltd,0,High Leverage / Turnaround,0.471,37.45613415294755,1.2631244259167667,7.7201595386239275,,13.595385542828959
PFC,Power Finance Corporation Ltd,2,Defensive / Low Leverage,1.992,26.1609340860332,8.521864217426122,11.081753577550923,15.923593622700727,36.68859553263103
CIPLA,Cipla Ltd,3,Premium Compounder,0.87,15.554557028383135,0.020931625851868495,9.513860126378049,22.726834848000887,75.59168153953597
AXISBANK,Axis Bank Ltd,2,Defensive / Low Leverage,1.009,15.832712405189048,8.249122739980766,14.743587120514379,39.67228711897934,34.69264599658038
PIDILITIND,Pidilite Industries Ltd,0,High Leverage / Turnaround,0.447,20.780302129178065,0.045438325205186154,11.836370175898114,13.48774998597666,21.868690947266415
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,2,Defensive / Low Leverage,1.56,17.455213596692694,6.863420609401317,21.939164804975263,23.363417251672082,28.10102802275218
PNB,Punjab National Bank,4,Value / Cyclical,1.097,61.320565191187306,3.684256345007701,15.902076009106025,,
BAJAJFINSV,Bajaj Finserv Ltd,4,Value / Cyclical,1.268,25.850351412279537,4.789368120938867,20.97274568418761,23.74781614270227,37.04045949520755
TATACONSUM,Tata Consumer Products Ltd,4,Value / Cyclical,0.863,7.566793298872766,0.21654107242947002,15.96086282879563,21.59956338772886,15.020386689464685
CANBK,Canara Bank,2,Defensive / Low Leverage,3.261,16.716051794688113,14.867419925542423,18.17561078322378,85.7752850068174,41.753906568101414
POWERGRID,Power Grid Corporation of India Ltd,3,Premium Compounder,1.088,17.870011245496066,1.4173456039290386,5.510261937513361,9.189188268434778,86.87476823070044
COALINDIA,Coal India Ltd,3,Premium Compounder,1.119,45.16982956605826,0.0788468512027076,7.402890725901301,16.43231987118112,66.29380849329698
BRITANNIA,Britannia Industries Ltd,0,High Leverage / Turnaround,0.106,54.14869322506978,0.5239786856127886,8.690023727476138,13.063515827454196,18.886039716142882
RECLTD,REC Ltd,3,Premium Compounder,2.028,20.39653929343908,6.4249170872386445,13.338042247865678,19.763114350230794,100.7702506471368
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,3,Premium Compounder,2.575,13.576787656460265,0.0011613545449517945,31.612293448969165,19.297559063731295,91.7743830787309
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,0,High Leverage / Turnaround,0.732,15.094161810671148,0.051423814535002436,10.78116321985565,24.536829642931245,26.84289749881436
BOSCHLTD,Bosch Ltd,0,High Leverage / Turnaround,0.47,20.639920424403183,0.003232758620689655,6.717165240230294,9.275930793686072,12.524660728164047
RELIANCE,Reliance Industries Ltd,0,High Leverage / Turnaround,0.206,9.958650553699458,0.5784524141094746,9.606097094616972,14.680632603495592,18.07459281612296
BHEL,Bharat Heavy Electricals Limited,0,High Leverage / Turnaround,2.642,1.1539405843358703,0.36238644733611586,-4.728642461606237,-22.397399063784775,2.9757669610346125
SBILIFE,SBI Life Insurance Company Ltd,4,Value / Cyclical,1.66,12.704588140595655,0.0,24.231614182367544,7.374662152227485,0.18638058005273206
BAJFINANCE,Bajaj Finance Ltd,4,Value / Cyclical,1.036,18.841921351830603,3.824788776468134,24.352642739542006,29.323134825979015,29.285818234737686
BEL,Bharat Electronics Ltd,1,High-Quality Growth,0.798,4744.047619047619,0.5119047619047619,10.7508063318833,16.12648618019128,24.921057825143084
SHREECEM,Shree Cement Ltd,0,High Leverage / Turnaround,0.254,8.370767521615225,0.07998840747717723,10.325615915556586,11.2926552609119,22.01647093221578
BHARTIARTL,Bharti Airtel Ltd,4,Value / Cyclical,1.513,10.35839213740181,2.6094723973904306,13.17410230151459,38.35662769365473,52.20093077836007
BPCL,Bharat Petroleum Corporation Ltd,0,High Leverage / Turnaround,0.811,35.511337343822305,0.7218747934157467,8.483226324685255,25.790698729746552,9.837909494446341
HAVELLS,Havells India Ltd,0,High Leverage / Turnaround,0.729,17.067275412917954,0.040687525177924,13.037907939063121,10.033231229420036,10.118343195266272
ONGC,Oil & Natural Gas Corpn Ltd,0,High Leverage / Turnaround,0.283,16.940398136885513,0.45444863084819176,7.001683761214439,10.96639922553624,17.388518015001793
DABUR,Dabur India Ltd,0,High Leverage / Turnaround,0.427,18.355969997972835,0.13835394283397526,7.814065037783324,4.604418961155621,19.348597226701063
TECHM,Tech Mahindra Ltd,0,High Leverage / Turnaround,1.273,8.987963553189097,0.09512917619708275,8.398437919098868,-10.985163688218591,8.666051234710363
LTIM,LTIMindtree Ltd,4,Value / Cyclical,1.63,22.904386052552702,0.10345688880007993,30.32798083513346,24.775129058600996,17.982937748120616
GRASIM,Grasim Industries Ltd,0,High Leverage / Turnaround,1.008,11.196462612658342,1.5470993649397087,11.15172597339149,29.314249729328566,20.763028905617738
ADANIPOWER,Adani Power Ltd,4,Value / Cyclical,1.043,48.27674122146251,0.8023177656738903,16.086096410440966,,36.20186292228556
M&M,Mahindra & Mahindra Ltd,0,High Leverage / Turnaround,0.615,18.537543435564285,1.6414413053331318,5.838805854237616,15.316887061047968,17.89787025985418
AMBUJACEM,Ambuja Cements Ltd,0,High Leverage / Turnaround,0.468,11.428984947896565,0.01686125048243921,7.0304585166470535,19.490970962916386,19.300361881785282
GODREJCP,Godrej Consumer Products Ltd,0,High Leverage / Turnaround,0.387,-4.45308779171297,0.2557548817272583,6.447080048592069,,20.977582292849036
TCS,Tata Consultancy Services Ltd,0,High Leverage / Turnaround,0.406,50.944313673485176,0.0886406082507266,10.463614801716602,7.871172131953608,26.690688396923118
MARUTI,Maruti Suzuki India Ltd,0,High Leverage / Turnaround,0.403,15.750385351954785,0.001389602503619973,10.510215112642584,12.007182039300378,13.130031439890594
GAIL,GAIL (India) Ltd,0,High Leverage / Turnaround,0.594,12.861540060002339,0.28304998896060884,11.825154521824267,8.608876760374562,10.743987750322754
BANKBARODA,Bank of Baroda,2,Defensive / Low Leverage,2.235,15.761863790899902,12.143718727289434,17.477297665890944,74.50588066551305,37.4889127294537
BAJAJ-AUTO,Bajaj Auto Ltd,0,High Leverage / Turnaround,0.22,26.61418410330778,0.06601754022512257,8.127604751021389,9.358917170384974,19.534209939826162
MOTHERSON,Samvardhana Motherson International Ltd,0,High Leverage / Turnaround,0.503,11.546549416937488,0.7616899254444657,9.21195713294276,7.557399109099472,9.445547764763102
APOLLOHOSP,Apollo Hospitals Chain of Indian private hospitals,4,Value / Cyclical,0.866,13.480392156862745,0.7688869665513264,14.660042602193135,36.13077689773863,12.56099480560365
NAUKRI,Info Edge (India) Ltd,0,High Leverage / Turnaround,1.334,1.9661621835965897,0.008129006675038002,17.115610089960743,0.10114653187012212,28.036277602523658
TATASTEEL,Tata Steel Ltd,0,High Leverage / Turnaround,0.517,-5.334926929972293,0.9461835171402184,7.766224835881497,,9.70803461170916
DRREDDY,Dr Reddys Laboratories Ltd,0,High Leverage / Turnaround,0.834,19.74233736816026,0.07085722375592836,12.639644349571988,23.392504645437473,28.321016743422227
NESTLEIND,Nestle India Ltd,0,High Leverage / Turnaround,0.831,117.75449101796407,0.10329341317365269,14.548573711802671,14.852319512993839,23.829630236943512
DMART,Avenue Supermarts Ltd,4,Value / Cyclical,0.868,13.56294790886726,0.031661140228901485,20.48312440202782,22.96698996520703,8.084427730414067
ASIANPAINT,Asian Paints Indian Multi-National Paint and Coating Manufacturing Company,0,High Leverage / Turnaround,0.721,29.677488252883382,0.1321016659547202,13.029660349453076,20.277362101955056,21.3692069305536
NHPC,NHPC Ltd,0,High Leverage / Turnaround,1.502,10.407730866621879,0.8413260296625498,1.404917217643753,7.269596517101484,49.90656146179402
DLF,DLF Ltd,0,High Leverage / Turnaround,1.97,6.908270142781061,0.12259389820192235,-5.136730668466605,15.697066513836644,33.04807841916913
TATAPOWER,Tata Power Company Ltd,0,High Leverage / Turnaround,1.029,13.227840276919272,1.659321300531586,15.511158201876407,10.431728917459004,17.469771680580646
DIVISLAB,Divis Laboratories Ltd,0,High Leverage / Turnaround,0.559,11.78984599513669,0.0002210596124088129,9.664930361854074,3.4104521925080844,28.170809432759718
NTPC,NTPC Ltd,0,High Leverage / Turnaround,0.688,13.273598407068633,1.475521125007778,12.222309654337993,8.735165684951163,28.82672926202094
EICHERMOT,Eicher Motors Ltd,0,High Leverage / Turnaround,0.394,22.172346910501524,0.023219728456636186,11.036936496739692,12.675841665377696,26.179245283018872
INDIGO,Interglobe Aviation Ltd,2,Defensive / Low Leverage,4.943,892.568306010929,0.018579234972677595,19.313355125806165,120.69250867467933,76.29890862649484
SIEMENS,Siemens Ltd,0,High Leverage / Turnaround,0.59,17.698769290877124,0.018167610861496385,11.193358902067896,19.85339817550189,13.956834532374101
